id;url;price;rooms;is_apartments;total_area;living_area;kitchen_area;floor;total_floors;material;price_per_sqm;first_floor;last_floor;is_brick;is_panel;is_monolith;repair;has_balcony;log_total_area;log_price
330466023;https://www.cian.ru/sale/flat/330466023;8200000.0;2.0;0;69.2;27.8;18.9;3;25;Монолитный;118497.10982658959;0;0;0;0;1;0.0;1;4.237000862623624;15.919644712234481
330900740;https://www.cian.ru/sale/flat/330900740;3490000.0;1.0;0;32.4;17.0;8.0;5;5;Панельный;107716.04938271605;0;1;0;1;0;1.0;0;3.4781584227982836;15.06541229417861
322857306;https://www.cian.ru/sale/flat/322857306;7290000.0;3.0;0;86.6;55.3;12.2;8;10;Кирпичный;84180.13856812933;0;0;1;0;0;1.0;1;4.461299815568389;15.80201410398484
325727852;https://www.cian.ru/sale/flat/325727852;4300000.0;3.0;0;65.1;;10.0;9;9;Панельный;66052.22734254993;0;1;0;1;0;0.0;1;4.175924549214524;15.27412558066379
320728395;https://www.cian.ru/sale/flat/320728395;7900000.0;3.0;0;70.0;50.0;10.0;6;10;;112857.14285714286;0;0;0;0;0;2.0;1;4.248495242049359;15.88237331743725
331050087;https://www.cian.ru/sale/flat/331050087;9000000.0;2.0;0;68.0;24.0;24.0;1;25;;132352.9411764706;1;0;0;0;0;2.0;1;4.219507705176107;16.012735135300492
331253997;https://www.cian.ru/sale/flat/331253997;3700000.0;2.0;0;48.3;;7.0;5;5;Панельный;76604.55486542443;0;1;0;1;0;1.0;1;3.877431560658527;15.123843377614453
331191502;https://www.cian.ru/sale/flat/331191502;8900000.0;2.0;0;61.1;34.0;14.6;7;11;Кирпичный;145662.84779050737;0;0;1;0;0;3.0;1;4.11251186617755;16.00156183470237
326630485;https://www.cian.ru/sale/flat/326630485;11000000.0;3.0;0;94.3;57.1;15.7;2;6;;116648.99257688229;0;0;0;0;0;1.0;1;4.546481189639412;16.213405830762646
325886778;https://www.cian.ru/sale/flat/325886778;3000000.0;2.0;0;36.0;25.0;6.0;5;5;Блочный;83333.33333333333;0;1;0;0;0;1.0;1;3.58351893845611;14.914122846632385
323731740;https://www.cian.ru/sale/flat/323731740;10300000.0;3.0;0;100.9;;45.0;5;9;Кирпичный;102081.26858275519;0;0;1;0;0;3.0;1;4.6141299273595635;16.147654453199863
330727026;https://www.cian.ru/sale/flat/330727026;22500000.0;3.0;0;109.4;56.7;22.0;4;10;Кирпичный;205667.2760511883;0;0;1;0;0;2.0;1;4.695010889987881;16.929025867174648
328197891;https://www.cian.ru/sale/flat/328197891;4000000.0;2.0;0;43.8;28.0;8.0;12;12;Кирпичный;91324.20091324202;0;1;1;0;0;0.0;1;3.7796338173824005;15.201804919084164
328330988;https://www.cian.ru/sale/flat/328330988;4250000.0;1.0;0;34.0;16.0;10.0;1;10;Кирпичный;125000.0;1;0;1;0;0;1.0;0;3.5263605246161616;15.2624295409006
328759014;https://www.cian.ru/sale/flat/328759014;8700000.0;2.0;0;65.1;35.1;11.3;23;25;Монолитно-кирпичный;133640.5529953917;0;0;0;0;1;2.0;1;4.175924549214524;15.978833583624812
326435250;https://www.cian.ru/sale/flat/326435250;10000000.0;3.0;0;105.4;50.0;25.0;2;10;Кирпичный;94876.66034155597;0;0;1;0;0;1.0;1;4.657762636107262;16.11809565095832
327980063;https://www.cian.ru/sale/flat/327980063;4200000.0;3.0;0;87.8;52.0;16.0;1;2;Кирпичный;47835.99088838269;1;0;1;0;0;1.0;0;4.475061500641071;15.250595083253597
326352986;https://www.cian.ru/sale/flat/326352986;13500000.0;3.0;0;87.3;57.3;25.0;10;11;Кирпичный;154639.17525773196;0;0;1;0;0;2.0;1;4.469350462845557;16.41820024340866
328759024;https://www.cian.ru/sale/flat/328759024;8500000.0;2.0;0;65.1;25.3;21.5;8;8;Панельный;130568.356374808;0;1;0;1;0;0.0;1;4.175924549214524;15.955576721460545
327183286;https://www.cian.ru/sale/flat/327183286;2900000.0;3.0;0;41.7;30.0;6.0;1;2;Кирпичный;69544.36450839328;1;0;1;0;0;1.0;0;3.730501128804756;14.880221294956703
330599076;https://www.cian.ru/sale/flat/330599076;9800000.0;3.0;0;98.0;;12.0;7;10;Кирпичный;100000.0;0;0;1;0;0;1.0;1;4.584967478670572;16.0978929436408
324936985;https://www.cian.ru/sale/flat/324936985;2600000.0;2.0;0;44.8;32.0;6.0;5;5;Панельный;58035.71428571429;0;1;0;1;0;1.0;1;3.8022081394209395;14.77102200299171
328010502;https://www.cian.ru/sale/flat/328010502;5800000.0;1.0;0;44.7;18.0;12.0;8;10;Кирпичный;129753.91498881431;0;0;1;0;0;1.0;1;3.7999735016195233;15.573368475516649
326080114;https://www.cian.ru/sale/flat/326080114;3450000.0;2.0;0;43.8;25.0;6.0;3;5;Кирпичный;78767.12328767123;0;0;1;0;0;0.0;1;3.7796338173824005;15.053884789007542
322347624;https://www.cian.ru/sale/flat/322347624;6150000.0;1.0;0;42.0;13.0;21.0;1;23;Панельный;146428.57142857142;1;0;0;1;0;2.0;1;3.7376696182833684;15.631962639782701
322352656;https://www.cian.ru/sale/flat/322352656;12550000.0;2.0;0;105.2;44.6;47.0;14;16;Монолитный;119296.57794676805;0;0;0;0;1;0.0;1;4.65586330030361;16.34523122354207
330538159;https://www.cian.ru/sale/flat/330538159;10300000.0;2.0;0;69.11;27.0;22.0;19;25;Монолитный;149037.7658804804;0;0;0;0;1;0.0;1;4.235699438103303;16.147654453199863
329228784;https://www.cian.ru/sale/flat/329228784;9950000.0;1.0;0;45.0;20.8;12.4;10;11;Кирпичный;221111.11111111112;0;0;1;0;0;2.0;1;3.8066624897703196;16.113083109134777
326195124;https://www.cian.ru/sale/flat/326195124;3100000.0;3.0;0;65.0;44.0;10.0;5;5;Панельный;47692.307692307695;0;1;0;1;0;0.0;1;4.174387269895637;14.946912669455374
330751542;https://www.cian.ru/sale/flat/330751542;2900000.0;2.0;0;41.2;30.2;6.0;3;5;Кирпичный;70388.3495145631;0;0;1;0;0;1.0;1;3.7184382563554808;14.880221294956703
329661011;https://www.cian.ru/sale/flat/329661011;3200000.0;1.0;0;29.4;13.0;10.0;1;2;Кирпичный;108843.53741496599;1;0;1;0;0;0.0;0;3.380994674344636;14.978661367769956
324557242;https://www.cian.ru/sale/flat/324557242;5300000.0;3.0;0;66.4;40.0;9.0;8;9;Панельный;79819.27710843373;0;0;0;1;0;1.0;1;4.1956970564823886;15.483217378522351
331152775;https://www.cian.ru/sale/flat/331152775;3750000.0;3.0;0;65.3;42.3;8.0;8;9;Панельный;57427.25880551302;0;0;0;1;0;1.0;1;4.178992036282385;15.137266397946593
329444255;https://www.cian.ru/sale/flat/329444255;2800000.0;2.0;0;45.6;25.0;7.0;1;3;Панельный;61403.508771929824;1;0;0;1;0;1.0;0;3.8199077165203406;14.845129975145433
327978566;https://www.cian.ru/sale/flat/327978566;13200000.0;2.0;1;66.8;36.0;12.0;3;6;;197604.7904191617;0;0;0;0;0;3.0;1;4.2017030805426;16.3957273875566
330815231;https://www.cian.ru/sale/flat/330815231;11700000.0;2.0;0;63.8;33.7;25.1;1;25;Монолитный;183385.57993730408;1;0;0;0;1;3.0;1;4.155753190350744;16.275099399767985
331398785;https://www.cian.ru/sale/flat/331398785;2750000.0;1.0;0;34.0;17.0;12.0;3;9;Панельный;80882.35294117648;0;0;0;1;0;1.0;0;3.5263605246161616;14.827111469642754
327769653;https://www.cian.ru/sale/flat/327769653;6630000.0;1.0;0;49.4;18.2;11.4;12;21;;134210.52631578947;0;0;0;0;0;2.0;1;3.899950424193877;15.707115362162046
331320318;https://www.cian.ru/sale/flat/331320318;5990000.0;2.0;0;50.0;31.0;8.0;2;9;Панельный;119800.0;0;0;0;1;0;2.0;0;3.912023005428146;15.605601970091632
331083129;https://www.cian.ru/sale/flat/331083129;14999000.0;3.0;0;90.0;40.0;35.0;1;4;Кирпичный;166655.55555555556;1;0;1;0;0;2.0;1;4.499809670330265;16.523494090177497
330708059;https://www.cian.ru/sale/flat/330708059;5700000.0;2.0;0;49.0;29.0;8.2;4;9;Панельный;116326.5306122449;0;0;0;1;0;2.0;1;3.8918202981106265;15.555976732804778
330700820;https://www.cian.ru/sale/flat/330700820;3750000.0;2.0;0;48.0;29.0;6.0;3;5;Панельный;78125.0;0;0;0;1;0;1.0;1;3.871201010907891;15.137266397946593
330533321;https://www.cian.ru/sale/flat/330533321;5500000.0;2.0;0;44.0;31.0;6.0;2;9;Кирпичный;125000.0;0;0;1;0;0;2.0;1;3.784189633918261;15.520258650202699
329838268;https://www.cian.ru/sale/flat/329838268;2800000.0;1.0;0;28.0;15.0;8.0;2;5;Панельный;100000.0;0;0;0;1;0;1.0;1;3.332204510175204;14.845129975145433
328584459;https://www.cian.ru/sale/flat/328584459;3750000.0;2.0;0;45.0;27.0;6.0;5;9;Панельный;83333.33333333333;0;0;0;1;0;1.0;1;3.8066624897703196;15.137266397946593
329786018;https://www.cian.ru/sale/flat/329786018;8200000.0;2.0;0;57.0;22.6;16.3;9;17;Монолитно-кирпичный;143859.64912280702;0;0;0;0;1;0.0;1;4.04305126783455;15.919644712234481
330213886;https://www.cian.ru/sale/flat/330213886;5300000.0;1.0;0;38.6;15.3;14.0;6;25;Монолитный;137305.69948186527;0;0;0;0;1;0.0;1;3.653252276470785;15.483217378522351
330879500;https://www.cian.ru/sale/flat/330879500;4700000.0;1.0;0;33.5;16.0;9.0;3;10;Кирпичный;140298.50746268657;0;0;1;0;0;1.0;1;3.5115454388310208;15.363073066680286
330868853;https://www.cian.ru/sale/flat/330868853;4600000.0;1.0;0;33.1;18.0;8.0;15;15;Кирпичный;138972.80966767372;0;1;1;0;0;1.0;1;3.4995332823830174;15.341566861459324
330137132;https://www.cian.ru/sale/flat/330137132;2490000.0;1.0;0;22.0;11.0;6.0;4;5;Панельный;113181.81818181818;0;0;0;1;0;1.0;0;3.091042453358316;14.727793268440891
